sale_id,product_id,customer_id,sale_date,sale_amount
1931,49,589,2024-05-16,567.53
1932,4,511,2024-04-14,606.0
1933,36,866,2024-02-22,725.96
1934,43,94,2024-10-25,609.96
1935,38,938,2024-04-29,146.76
1936,7,949,2024-09-23,897.14
1937,7,994,2024-09-05,662.87
1938,19,636,2024-04-18,907.5
1939,28,573,2024-08-29,85.21
1940,7,806,2024-03-23,830.13
1941,42,116,2024-10-15,603.22
1942,39,609,2024-05-25,636.64
1943,26,697,2024-05-02,765.48
1944,43,471,2024-09-17,244.26
1945,16,55,2024-04-05,763.88
1946,46,185,2024-05-24,639.13
1947,49,884,2024-02-10,225.0
1948,10,366,2024-02-20,528.79
1949,18,2,2024-08-14,821.46
1950,29,253,2024-06-07,833.5
1951,3,919,2024-07-30,748.3
1952,11,501,2024-06-03,554.42
1953,8,143,2024-07-09,929.64
1954,4,577,2024-07-17,378.75
1955,4,552,2024-07-26,303.45
1956,15,49,2024-05-05,448.82
1957,2,538,2024-04-03,487.52
1958,4,620,2024-02-22,585.48
1959,5,454,2024-03-24,427.7
1960,10,844,2024-11-11,876.72
1961,32,267,2024-06-19,498.55
1962,27,396,2024-08-21,539.12
1963,42,97,2024-10-13,706.88
1964,30,690,2024-09-05,278.36
1965,32,427,2024-01-12,72.47
1966,45,144,2024-07-24,723.5
1967,39,200,2024-06-02,161.34
1968,24,706,2024-05-24,937.11
1969,39,388,2024-05-29,734.23
1970,31,74,2024-01-13,505.69
1971,26,361,2024-01-07,621.45
1972,19,433,2024-10-21,278.06
1973,43,617,2024-11-23,812.93
1974,18,947,2024-07-06,570.45
1975,25,849,2024-06-17,242.52
1976,6,505,2024-08-03,628.53
1977,41,382,2024-06-20,181.02
1978,34,620,2024-03-18,68.63
1979,8,943,2024-05-02,459.79
1980,29,234,2024-01-16,399.8
1981,14,442,2024-09-28,742.8
1982,21,675,2024-08-10,158.05
1983,27,278,2024-05-23,780.29
1984,41,821,2024-05-02,244.95
1985,48,723,2024-03-26,20.21
1986,37,808,2024-04-01,697.65
1987,3,853,2024-03-11,127.12
1988,15,41,2024-06-07,536.58
1989,11,66,2024-01-05,163.35
1990,30,611,2024-06-11,365.38
1991,25,677,2024-05-24,614.23
1992,2,898,2024-10-21,522.84
1993,25,769,2024-08-02,849.45
1994,47,529,2024-06-25,366.67
1995,19,963,2024-03-07,452.32
1996,8,353,2024-10-31,290.71
1997,44,105,2024-06-08,345.93
1998,26,244,2024-07-26,432.02
1999,46,787,2024-07-08,353.53
2000,30,906,2024-06-22,817.18
2001,5,289,2024-06-13,46.44
2002,22,457,2024-04-09,333.39
2003,24,370,2024-11-10,40.92
2004,49,548,2024-08-30,364.56
2005,30,279,2024-07-30,914.37
2006,42,277,2024-09-14,288.78
2007,37,276,2024-02-19,19.31
2008,12,593,2024-05-15,547.24
2009,7,274,2024-11-05,245.63
2010,32,974,2024-02-01,275.29
2011,13,401,2024-08-27,81.69
2012,49,921,2024-12-09,97.55
2013,46,72,2024-07-14,388.25
2014,19,321,2024-02-28,334.53
2015,6,742,2024-03-02,52.98
2016,7,930,2024-01-07,391.41
2017,44,638,2024-02-02,537.15
2018,15,262,2024-07-13,380.72
2019,32,262,2024-11-11,166.78
2020,21,405,2024-06-11,869.16
2021,10,532,2024-11-10,820.77
2022,15,654,2024-03-14,746.26
2023,1,719,2024-03-04,513.37
2024,16,520,2024-07-10,962.01
2025,34,377,2024-07-23,928.57
2026,2,318,2024-09-08,215.44
2027,22,678,2024-10-09,42.58
2028,9,604,2024-08-17,408.39
2029,38,768,2024-02-28,995.66
2030,6,740,2024-09-19,834.25
2031,10,732,2024-08-30,176.91
2032,29,623,2024-05-16,211.91
2033,5,230,2024-10-13,295.69
2034,31,367,2024-07-29,981.0
2035,12,206,2024-10-22,834.27
2036,12,926,2024-12-05,342.67
2037,44,238,2024-07-10,14.65
2038,10,898,2024-02-01,23.7
2039,26,24,2024-04-07,254.16
2040,8,996,2024-11-14,222.85
2041,8,786,2024-04-16,348.31
2042,36,602,2024-12-08,141.83
2043,3,978,2024-04-08,225.0
2044,2,515,2024-01-29,430.48
2045,25,656,2024-12-10,557.23
2046,12,235,2024-12-12,492.47
2047,1,144,2024-03-16,676.73
2048,20,288,2024-10-26,256.22
2049,49,136,2024-06-03,735.14
2050,24,714,2024-06-01,384.6
2051,15,564,2024-11-20,353.86
2052,38,873,2024-07-23,525.06
2053,28,540,2024-11-14,598.88
2054,33,727,2024-06-24,488.22
2055,48,350,2024-09-09,98.61
2056,23,912,2024-04-10,778.26
2057,35,70,2024-02-29,122.91
2058,40,651,2024-01-20,799.49
2059,15,218,2024-05-28,752.54
2060,11,823,2024-09-03,838.55
2061,11,926,2024-08-16,517.58
2062,40,62,2024-03-31,180.23
2063,28,957,2024-10-21,259.41
2064,2,93,2024-03-05,752.84
2065,12,765,2024-03-23,190.67
2066,35,697,2024-09-14,689.88
2067,31,83,2024-09-01,294.95
2068,5,214,2024-09-17,549.75
2069,28,63,2024-10-17,395.46
2070,16,557,2024-12-10,214.54
2071,2,803,2024-03-28,416.51
2072,8,696,2024-12-07,421.76
2073,13,377,2024-10-26,194.9
2074,20,296,2024-07-14,461.95
2075,34,370,2024-11-13,817.02
2076,19,953,2024-11-16,427.41
2077,24,140,2024-01-31,424.68
2078,32,478,2024-07-17,768.99
2079,48,90,2024-08-10,758.36
2080,50,369,2024-05-24,330.82
2081,39,492,2024-08-25,474.87
2082,19,416,2024-02-06,691.04
2083,7,328,2024-07-05,516.04
2084,21,167,2024-01-21,241.95
2085,11,216,2024-07-15,766.52
2086,7,816,2024-08-02,486.73
2087,5,133,2024-02-25,896.08
2088,13,583,2024-10-22,734.64
2089,18,542,2024-10-17,66.86
2090,31,640,2024-01-18,539.94
2091,9,315,2024-02-15,803.68
2092,4,661,2024-01-18,842.11
2093,15,36,2024-03-30,81.79
2094,2,263,2024-08-06,396.62
2095,35,88,2024-12-01,257.14
2096,28,487,2024-05-27,472.38
2097,25,139,2024-06-21,365.37
2098,23,197,2024-05-28,941.09
2099,14,968,2024-06-16,812.06
2100,26,236,2024-08-11,623.79
2101,8,409,2024-01-12,212.06
2102,41,447,2024-10-26,246.7
2103,36,741,2024-08-24,203.42
2104,46,431,2024-12-08,287.85
2105,41,800,2024-12-01,615.54
2106,13,138,2024-01-26,940.34
2107,1,467,2024-01-13,217.28
2108,20,582,2024-02-23,740.53
2109,22,809,2024-02-03,156.24
2110,20,35,2024-11-05,843.19
2111,36,492,2024-03-02,669.92
2112,21,356,2024-12-06,823.81
2113,12,9,2024-07-30,71.47
2114,25,295,2024-10-26,969.72
2115,13,80,2024-04-06,819.82
2116,23,61,2024-08-25,419.95
2117,40,999,2024-03-25,459.09
2118,37,253,2024-05-26,973.76
2119,16,637,2024-03-04,263.57
2120,46,888,2024-11-28,235.24
2121,14,423,2024-04-20,334.22
2122,9,976,2024-10-30,826.43
2123,17,689,2024-01-10,90.0
2124,14,466,2024-11-06,30.8
2125,41,684,2024-03-05,653.08
2126,15,896,2024-11-23,334.52
2127,3,188,2024-04-18,396.73
2128,21,278,2024-05-23,321.06
2129,39,346,2024-04-15,660.78
2130,6,647,2024-08-28,101.88
2131,17,458,2024-03-10,749.96
2132,15,92,2024-02-19,676.53
2133,3,430,2024-10-24,553.91
2134,11,647,2024-02-22,845.04
2135,17,645,2024-05-21,101.23
2136,3,992,2024-09-18,910.31
2137,27,265,2024-10-22,687.87
2138,21,398,2024-08-13,456.0
2139,29,110,2024-04-22,502.74
2140,37,785,2024-05-02,419.51
2141,34,363,2024-10-27,305.68
2142,5,439,2024-04-20,660.61
2143,39,373,2024-06-29,211.5
2144,41,573,2024-01-05,504.5
2145,4,953,2024-04-08,999.27
2146,50,526,2024-09-12,381.66
2147,10,926,2024-04-27,99.6
2148,13,599,2024-10-09,509.67
2149,23,688,2024-02-27,418.11
2150,33,686,2024-12-12,773.38
2151,33,816,2024-02-27,334.35
2152,27,864,2024-11-09,660.6
2153,34,975,2024-03-31,275.95
2154,38,336,2024-07-05,505.48
2155,22,228,2024-06-26,864.21
2156,8,688,2024-06-10,621.62
2157,25,216,2024-04-20,125.57
2158,43,261,2024-08-17,402.78
2159,37,1,2024-04-26,649.04
2160,50,838,2024-02-19,99.23
2161,1,426,2024-03-29,945.72
2162,12,35,2024-01-05,732.82
2163,24,495,2024-09-25,299.43
2164,32,345,2024-08-24,764.29
2165,26,926,2024-01-28,681.26
2166,47,96,2024-10-24,392.83
2167,7,743,2024-04-28,546.45
2168,11,670,2024-08-15,382.21
2169,37,637,2024-01-22,434.98
2170,13,19,2024-03-22,983.43
2171,3,144,2024-06-06,258.54
2172,50,69,2024-02-21,453.81
2173,30,802,2024-09-02,472.8
2174,14,189,2024-10-06,425.64
2175,9,202,2024-07-15,232.58
2176,10,983,2024-09-08,707.58
2177,49,623,2024-11-05,794.13
2178,13,420,2024-09-29,348.21
2179,35,348,2024-06-27,170.12
2180,49,928,2024-04-15,280.48
2181,6,160,2024-10-26,41.08
2182,43,195,2024-02-03,44.38
2183,9,25,2024-06-09,780.05
2184,15,748,2024-02-24,590.74
2185,10,209,2024-01-14,568.31
2186,36,595,2024-01-03,421.02
2187,21,462,2024-04-13,226.68
2188,23,194,2024-11-06,283.5
2189,39,353,2024-12-12,647.03
2190,9,644,2024-06-30,442.96
2191,50,704,2024-05-21,349.69
2192,23,559,2024-01-16,418.19
2193,43,817,2024-01-23,851.69
2194,46,858,2024-01-14,435.98
2195,9,196,2024-10-17,554.02
2196,42,658,2024-02-22,701.59
2197,3,405,2024-06-11,765.99
2198,45,679,2024-08-12,344.01
2199,35,992,2024-06-06,491.37
2200,13,159,2024-04-21,299.04
2201,34,879,2024-10-06,844.62
2202,16,337,2024-05-10,638.37
2203,2,31,2024-12-01,863.74
2204,18,120,2024-07-13,221.17
2205,13,822,2024-04-12,603.13
2206,18,696,2024-06-09,104.97
2207,12,929,2024-10-27,987.76
2208,9,871,2024-01-04,264.95
2209,47,126,2024-06-04,51.51
2210,38,472,2024-05-15,628.01
2211,22,690,2024-05-14,317.45
2212,1,522,2024-08-07,195.08
2213,42,322,2024-10-04,413.58
2214,3,753,2024-03-02,769.44
2215,27,26,2024-06-09,321.64
2216,12,858,2024-05-19,473.73
2217,6,741,2024-09-02,544.59
2218,37,615,2024-10-08,301.82
2219,45,565,2024-03-31,623.2
2220,40,439,2024-10-01,620.0
2221,33,170,2024-04-12,765.6
2222,47,702,2024-10-04,669.33
2223,47,332,2024-01-07,39.66
2224,50,217,2024-09-01,223.45
2225,24,937,2024-01-02,513.29
2226,48,662,2024-07-08,407.86
2227,48,133,2024-03-03,163.17
2228,35,712,2024-04-07,34.32
2229,18,690,2024-03-17,606.57
2230,43,836,2024-03-02,664.98
2231,18,927,2024-09-21,349.53
2232,48,962,2024-09-20,16.26
2233,33,176,2024-08-05,24.7
2234,32,566,2024-10-01,260.81
2235,2,763,2024-02-01,476.88
2236,25,22,2024-05-10,347.35
2237,5,153,2024-02-03,254.87
2238,45,737,2024-08-04,869.38
2239,6,663,2024-06-15,131.76
2240,19,297,2024-08-27,529.46
2241,2,232,2024-07-18,34.09
2242,8,359,2024-09-11,716.98
2243,27,213,2024-07-24,974.55
2244,46,870,2024-07-04,863.63
2245,31,938,2024-04-08,593.01
2246,13,993,2024-02-19,953.38
2247,4,836,2024-05-06,300.54
2248,42,303,2024-10-04,138.06
2249,34,612,2024-03-22,218.73
2250,47,162,2024-07-23,723.05
2251,6,447,2024-06-15,294.12
2252,48,835,2024-04-21,68.3
2253,8,909,2024-09-14,847.65
2254,13,318,2024-04-28,850.51
2255,9,859,2024-12-07,744.53
2256,5,128,2024-05-17,17.23
2257,9,983,2024-11-28,650.23
2258,39,973,2024-12-11,919.84
2259,42,605,2024-02-13,32.74
2260,20,392,2024-04-18,258.82
2261,8,234,2024-07-13,33.53
2262,45,298,2024-07-09,166.63
2263,7,411,2024-09-27,204.54
2264,43,587,2024-10-07,409.42
2265,30,323,2024-06-10,522.2
2266,17,669,2024-01-26,612.2
2267,45,417,2024-06-16,873.1
2268,35,643,2024-05-01,973.13
2269,9,950,2024-11-03,920.26
2270,18,364,2024-09-09,63.7
2271,37,679,2024-10-01,485.66
2272,30,372,2024-07-13,896.2
2273,36,916,2024-10-20,953.17
2274,42,629,2024-08-19,38.39
2275,37,753,2024-06-27,424.1
2276,19,811,2024-11-29,438.48
2277,25,729,2024-06-03,128.44
2278,43,183,2024-06-02,389.09
2279,11,159,2024-07-24,477.25
2280,28,503,2024-10-30,173.08
2281,38,782,2024-06-22,543.99
2282,6,23,2024-04-12,387.69
2283,49,134,2024-10-06,407.16
2284,41,63,2024-01-02,695.18
2285,3,315,2024-11-09,308.65
2286,49,665,2024-02-17,883.89
2287,4,359,2024-07-28,121.49
2288,40,8,2024-08-10,186.72
2289,44,552,2024-04-29,796.2
2290,3,190,2024-03-31,617.06
2291,33,7,2024-11-08,811.81
2292,15,169,2024-12-02,334.41
2293,48,371,2024-01-06,248.87
2294,4,638,2024-08-10,520.48
2295,13,857,2024-04-28,142.97
2296,28,850,2024-06-14,701.51
2297,28,307,2024-10-19,214.17
2298,21,675,2024-01-28,19.89
2299,45,344,2024-07-22,527.08
2300,42,937,2024-11-24,939.2
2301,7,719,2024-05-19,420.78
2302,9,814,2024-10-21,317.14
2303,31,243,2024-03-23,564.1
2304,40,679,2024-06-19,339.91
2305,40,76,2024-11-05,189.71
2306,17,778,2024-06-18,621.04
2307,26,588,2024-05-02,17.52
2308,38,520,2024-04-21,731.83
2309,37,933,2024-01-12,402.96
2310,42,30,2024-07-02,915.65
2311,47,974,2024-09-04,543.91
2312,26,793,2024-10-01,805.02
2313,1,150,2024-08-13,580.08
2314,32,645,2024-06-24,711.74
2315,35,939,2024-11-01,550.13
2316,50,149,2024-08-08,994.9
2317,24,294,2024-12-09,175.35
2318,11,419,2024-09-16,721.26
2319,5,770,2024-07-01,444.08
2320,20,490,2024-08-03,999.88
2321,6,211,2024-04-26,45.21
2322,14,610,2024-03-12,371.13
2323,29,567,2024-08-07,223.05
2324,26,877,2024-10-06,319.24
2325,15,85,2024-09-18,539.4
2326,30,471,2024-01-17,949.81
2327,39,664,2024-03-08,902.59
2328,44,295,2024-09-09,553.86
2329,48,690,2024-11-29,454.35
2330,37,943,2024-05-02,67.44
2331,37,603,2024-07-24,786.79
2332,21,454,2024-10-08,94.26
2333,28,254,2024-10-06,788.21
2334,28,360,2024-03-30,158.91
2335,4,267,2024-07-29,838.52
2336,32,309,2024-07-08,417.78
2337,18,107,2024-03-01,162.35
2338,44,526,2024-10-13,263.94
2339,50,910,2024-05-14,26.93
2340,39,403,2024-07-09,870.71
2341,23,697,2024-05-18,110.49
2342,38,922,2024-10-24,568.07
2343,40,399,2024-10-09,42.37
2344,42,367,2024-11-29,547.2
2345,37,949,2024-02-21,653.32
2346,31,58,2024-09-15,162.53
2347,36,469,2024-07-28,174.21
2348,42,899,2024-07-18,699.46
2349,36,51,2024-05-01,417.94
2350,8,593,2024-03-06,748.64
2351,7,128,2024-01-15,719.84
2352,18,447,2024-01-10,298.12
2353,16,312,2024-11-08,768.96
2354,39,680,2024-12-07,57.19
2355,24,259,2024-06-01,590.09
2356,23,498,2024-08-14,945.93
2357,48,570,2024-07-31,89.43
2358,25,386,2024-05-18,391.17
2359,15,79,2024-01-30,784.52
2360,49,395,2024-07-25,274.5
2361,21,587,2024-12-13,52.5
2362,15,65,2024-11-12,466.64
2363,3,597,2024-12-06,768.88
2364,31,598,2024-04-30,296.8
2365,15,417,2024-01-15,674.04
2366,47,343,2024-04-29,895.76
2367,8,116,2024-09-27,141.33
2368,26,106,2024-07-01,466.47
2369,6,246,2024-12-06,843.88
2370,30,795,2024-01-30,231.0
2371,24,190,2024-03-21,717.24
2372,2,972,2024-03-29,902.63
2373,38,783,2024-12-05,789.97
2374,30,177,2024-11-25,644.1
2375,42,56,2024-05-16,190.38
2376,29,514,2024-05-26,595.85
2377,7,548,2024-11-25,517.58
2378,6,788,2024-11-10,650.88
2379,39,720,2024-04-18,967.31
2380,42,456,2024-02-17,530.02
2381,50,396,2024-08-15,885.26
2382,31,510,2024-04-26,952.65
2383,50,929,2024-09-02,637.53
2384,16,991,2024-09-23,722.98
2385,1,821,2024-04-25,699.14
2386,29,378,2024-08-24,25.25
2387,41,957,2024-07-19,343.29
2388,26,816,2024-08-01,271.72
2389,47,33,2024-10-09,673.65
2390,21,650,2024-02-05,730.74
2391,37,227,2024-04-26,807.16
2392,10,63,2024-08-29,103.03
2393,46,263,2024-01-01,197.88
2394,14,96,2024-08-23,375.74
2395,8,488,2024-02-12,55.61
2396,33,318,2024-08-04,302.31
2397,26,712,2024-08-21,40.65
2398,21,985,2024-09-18,390.33
2399,44,929,2024-07-02,510.99
2400,38,970,2024-03-09,540.48
2401,21,47,2024-10-17,348.67
2402,40,120,2024-06-11,297.72
2403,12,932,2024-01-06,718.1
2404,41,890,2024-04-09,441.08
2405,21,154,2024-07-14,993.8
2406,4,371,2024-02-05,586.16
2407,26,839,2024-02-12,472.0
2408,1,488,2024-07-18,524.63
2409,4,444,2024-11-14,66.43
2410,7,419,2024-08-14,559.21
2411,20,619,2024-09-19,543.96
2412,43,1,2024-11-18,807.16
2413,7,614,2024-09-28,833.85
2414,29,9,2024-10-21,100.04
2415,34,685,2024-08-20,535.26
2416,43,31,2024-08-28,164.52
2417,35,926,2024-02-29,274.9
2418,38,506,2024-12-10,439.22
2419,32,405,2024-04-04,659.11
2420,31,849,2024-07-14,355.37
2421,40,544,2024-04-19,749.45
2422,27,151,2024-03-30,99.81
2423,25,618,2024-06-08,143.1
2424,27,514,2024-08-24,636.77
2425,19,854,2024-04-27,988.55
2426,40,214,2024-06-21,372.82
2427,47,488,2024-03-12,564.9
2428,24,245,2024-04-01,449.75
2429,1,291,2024-11-05,164.51
2430,18,126,2024-12-04,222.27
2431,16,350,2024-11-17,187.53
2432,16,749,2024-06-10,781.79
2433,6,3,2024-11-25,22.45
2434,28,688,2024-07-26,745.18
2435,14,331,2024-02-21,675.52
2436,6,470,2024-07-08,855.29
2437,45,845,2024-11-26,596.67
2438,21,874,2024-11-09,463.88
2439,5,939,2024-03-02,219.43
2440,24,418,2024-05-27,898.25
2441,38,310,2024-11-14,162.29
2442,22,99,2024-11-30,13.62
2443,12,482,2024-10-15,494.27
2444,9,750,2024-08-11,632.73
2445,30,412,2024-10-18,606.11
2446,24,210,2024-08-06,837.61
2447,11,23,2024-02-14,990.99
2448,22,474,2024-10-30,938.83
2449,14,647,2024-06-14,443.92
2450,2,940,2024-05-10,716.67
2451,30,459,2024-11-29,194.54
2452,50,459,2024-05-04,570.45
2453,32,864,2024-12-11,799.04
2454,27,207,2024-06-26,69.81
2455,2,715,2024-05-31,560.7
2456,47,370,2024-01-11,810.62
2457,14,771,2024-12-05,983.68
2458,42,550,2024-03-27,717.94
2459,27,138,2024-09-17,800.06
2460,11,448,2024-01-13,710.58
2461,4,136,2024-01-06,55.86
2462,41,547,2024-08-17,754.34
2463,26,101,2024-09-07,132.2
2464,27,55,2024-03-25,666.8
2465,16,61,2024-11-27,497.82
2466,3,849,2024-05-14,532.63
2467,1,166,2024-06-07,158.1
2468,11,766,2024-03-18,535.53
2469,10,101,2024-02-06,838.06
2470,7,49,2024-01-22,545.98
2471,42,445,2024-07-06,348.38
2472,8,171,2024-01-04,433.8
2473,34,627,2024-08-03,105.82
2474,40,655,2024-10-04,697.23
2475,17,865,2024-07-16,455.64
2476,7,367,2024-01-03,190.01
2477,23,218,2024-08-12,225.54
2478,14,168,2024-09-21,744.2
2479,3,88,2024-10-15,486.69
2480,30,303,2024-06-18,685.91
2481,33,104,2024-02-22,289.4
2482,5,908,2024-01-05,244.82
2483,36,88,2024-01-13,613.56
2484,49,536,2024-07-29,210.96
2485,21,791,2024-03-03,786.72
2486,42,121,2024-07-29,739.23
2487,24,467,2024-04-24,522.87
2488,7,128,2024-10-04,157.82
2489,41,275,2024-03-08,576.37
2490,13,498,2024-05-27,351.32
2491,50,86,2024-10-04,220.43
2492,34,961,2024-09-13,374.74
2493,22,308,2024-06-22,569.58
2494,10,771,2024-11-30,416.05
2495,14,275,2024-09-07,217.62
2496,32,204,2024-07-11,810.39
2497,25,757,2024-01-02,908.58
2498,49,98,2024-05-01,609.44
2499,35,450,2024-02-06,830.22
2500,48,63,2024-10-21,28.93
2501,3,102,2024-08-31,304.59
2502,26,317,2024-10-08,498.69
2503,15,971,2024-11-19,670.27
2504,1,792,2024-11-05,213.97
2505,16,331,2024-11-10,920.35
2506,31,5,2024-10-15,477.33
2507,48,436,2024-09-10,381.97
2508,30,544,2024-08-18,409.1
2509,49,530,2024-04-22,245.76
2510,41,292,2024-04-01,193.64
2511,40,502,2024-03-06,611.91
2512,2,628,2024-11-09,425.0
2513,33,2,2024-04-12,103.48
2514,49,118,2024-06-06,247.94
2515,2,161,2024-09-26,309.99
2516,16,284,2024-12-06,901.26
2517,13,809,2024-06-24,152.01
2518,30,649,2024-08-23,449.71
2519,14,499,2024-10-22,540.13
2520,36,565,2024-11-30,630.06
2521,43,568,2024-04-05,765.44
2522,36,912,2024-02-09,120.81
2523,8,946,2024-11-27,238.83
2524,30,264,2024-04-20,933.05
2525,30,77,2024-01-02,698.72
2526,32,776,2024-08-14,327.84
2527,8,544,2024-06-14,440.13
2528,23,279,2024-06-30,681.6
2529,27,779,2024-09-25,651.09
2530,45,186,2024-01-04,105.26
2531,19,275,2024-07-07,555.3
2532,9,209,2024-09-18,35.76
2533,17,341,2024-05-06,905.94
2534,39,607,2024-10-09,925.48
2535,17,796,2024-11-18,406.83
2536,43,693,2024-07-06,355.47
2537,44,299,2024-04-25,479.58
2538,5,730,2024-03-11,964.86
2539,18,892,2024-08-22,808.61
2540,30,783,2024-08-02,122.01
2541,30,363,2024-06-07,351.41
2542,21,546,2024-04-20,279.1
2543,44,996,2024-09-17,915.06
2544,45,590,2024-02-26,716.97
2545,5,36,2024-03-06,953.63
2546,32,778,2024-11-12,112.87
2547,3,507,2024-09-01,841.69
2548,36,666,2024-04-18,526.24
2549,17,473,2024-11-26,529.96
2550,43,844,2024-09-21,128.84
2551,5,599,2024-01-31,44.5
2552,21,993,2024-10-05,216.4
2553,50,18,2024-08-13,138.11
2554,17,357,2024-08-01,748.94
2555,23,458,2024-06-15,180.94
2556,49,461,2024-09-14,458.33
2557,10,326,2024-07-31,199.69
2558,23,237,2024-10-02,898.74
2559,2,746,2024-01-16,735.86
2560,21,188,2024-11-03,587.54
2561,38,289,2024-06-04,40.26
2562,2,698,2024-09-27,730.48
2563,1,389,2024-10-11,738.36
2564,25,401,2024-11-06,182.61
2565,48,848,2024-06-08,236.53
2566,22,71,2024-07-19,497.19
2567,23,615,2024-12-10,260.32
2568,21,963,2024-11-21,744.23
2569,34,192,2024-06-06,957.22
2570,26,811,2024-02-20,44.81
2571,32,843,2024-10-28,275.53
2572,9,636,2024-02-29,330.39
2573,6,270,2024-11-07,820.75
2574,6,323,2024-10-15,320.93
2575,42,907,2024-02-11,733.9
2576,37,113,2024-06-19,972.72
2577,38,745,2024-03-12,281.15
2578,19,443,2024-01-18,104.88
2579,20,297,2024-07-18,47.83
2580,42,355,2024-06-22,777.74
2581,50,21,2024-10-05,409.09
2582,34,158,2024-01-21,31.52
2583,14,513,2024-01-25,642.12
2584,12,555,2024-10-15,86.27
2585,41,854,2024-02-18,506.0
2586,50,754,2024-05-22,276.06
2587,4,445,2024-02-20,526.14
2588,27,131,2024-02-27,553.82
2589,35,233,2024-11-28,675.31
2590,28,714,2024-12-12,931.3
2591,2,127,2024-09-19,519.96
2592,47,719,2024-11-02,664.33
2593,45,564,2024-01-08,543.26
2594,44,158,2024-01-10,222.96
2595,5,965,2024-12-01,838.85
2596,29,768,2024-05-13,589.81
2597,48,408,2024-01-26,163.06
2598,3,244,2024-07-28,739.46
2599,34,997,2024-07-22,854.34
2600,41,283,2024-08-28,623.76
2601,40,542,2024-03-05,275.39
2602,40,879,2024-09-28,22.02
2603,20,173,2024-06-26,393.27
2604,34,604,2024-10-08,77.13
2605,22,265,2024-08-20,549.04
2606,43,281,2024-08-23,945.77
2607,43,269,2024-02-16,460.75
2608,39,926,2024-09-26,451.9
2609,14,141,2024-01-13,240.83
2610,36,432,2024-05-06,987.07
2611,19,998,2024-07-25,324.95
2612,19,160,2024-03-08,828.92
2613,26,846,2024-08-09,951.0
2614,36,555,2024-05-28,920.69
2615,23,18,2024-11-29,876.02
2616,1,225,2024-10-27,306.12
2617,11,712,2024-01-27,810.32
2618,19,726,2024-03-18,573.71
2619,30,218,2024-06-05,174.03
2620,33,430,2024-04-05,875.77
2621,17,773,2024-01-12,717.76
2622,11,583,2024-04-30,933.06
2623,33,281,2024-10-02,814.68
2624,13,664,2024-10-27,228.03
2625,39,693,2024-12-05,716.3
2626,14,526,2024-08-18,591.5
2627,37,912,2024-11-03,549.32
2628,12,159,2024-06-30,232.14
2629,19,132,2024-02-04,658.0
2630,48,504,2024-01-19,297.51
2631,38,881,2024-03-24,38.73
2632,9,16,2024-02-05,183.34
2633,19,942,2024-01-07,68.0
2634,1,470,2024-05-22,688.23
2635,19,569,2024-01-07,313.45
2636,9,173,2024-06-26,466.13
2637,40,867,2024-08-10,707.25
2638,14,458,2024-06-18,589.9
2639,42,908,2024-03-06,973.9
2640,17,401,2024-08-07,751.75
2641,37,386,2024-12-10,902.54
2642,39,899,2024-07-04,94.32
2643,38,258,2024-06-05,189.47
2644,30,538,2024-06-19,216.8
2645,50,277,2024-08-04,50.08
2646,40,44,2024-05-07,749.43
2647,35,288,2024-09-17,748.71
2648,37,58,2024-11-23,797.17
2649,5,382,2024-05-30,512.46
2650,18,206,2024-09-05,544.01
2651,15,807,2024-07-29,673.55
2652,46,996,2024-01-16,622.27
2653,35,864,2024-11-28,371.31
2654,43,302,2024-05-23,45.22
2655,45,881,2024-12-12,487.46
2656,31,149,2024-07-27,440.23
2657,2,727,2024-03-20,397.16
2658,15,521,2024-10-03,877.78
2659,39,181,2024-06-17,329.97
2660,11,425,2024-02-10,36.37
2661,5,905,2024-11-07,969.19
2662,37,641,2024-04-13,613.94
2663,41,699,2024-04-11,934.48
2664,41,95,2024-08-13,437.87
2665,17,913,2024-05-26,995.13
2666,21,557,2024-09-06,478.84
2667,40,132,2024-02-18,987.0
2668,1,436,2024-04-15,486.92
2669,30,620,2024-05-16,698.19
2670,24,771,2024-05-28,635.59
2671,48,32,2024-07-31,613.63
2672,2,56,2024-02-16,171.83
2673,49,34,2024-02-25,281.03
2674,35,35,2024-11-05,979.86
2675,33,345,2024-12-04,726.62
2676,8,726,2024-05-14,967.22
2677,8,469,2024-07-10,228.56
2678,17,464,2024-03-16,263.23
2679,5,268,2024-07-27,809.48
2680,20,115,2024-09-24,661.47
2681,9,405,2024-03-17,538.99
2682,19,354,2024-10-29,317.06
2683,30,26,2024-08-27,853.59
2684,8,520,2024-08-13,587.63
2685,15,162,2024-08-06,618.76
2686,23,997,2024-09-19,434.09
2687,5,715,2024-07-23,990.25
2688,17,736,2024-01-12,510.39
2689,44,177,2024-01-23,58.33
2690,48,293,2024-02-14,652.8
2691,10,794,2024-06-27,472.72
2692,38,675,2024-05-11,480.31
2693,50,1,2024-04-29,724.73
2694,25,587,2024-05-12,548.72
2695,40,991,2024-04-11,100.7
2696,15,650,2024-01-31,295.68
2697,49,574,2024-07-04,585.55
2698,18,614,2024-12-09,875.35
2699,28,390,2024-07-10,912.94
2700,7,147,2024-04-15,225.2
2701,38,114,2024-01-28,911.27
2702,43,602,2024-09-26,197.02
2703,1,922,2024-09-18,943.65
2704,33,912,2024-01-06,752.13
2705,39,305,2024-06-21,215.4
2706,18,184,2024-08-03,164.57
